Source Name	Sample Name	Factor Value Space Mission	Spaceflight	Tissue	0	20	40	60	80	100	120	140	160	180	200	220	240	260	280	300	320	340	360	380	400	420	440	460	480	500	520	540	560	580	600	620	640	660	680	700	720	740	760	780	800	820	840	860	880	900	920	940	960	980	1000
RR9_Viv11	Viv11_sol	RR-9	Vivarium_Control	soleus_muscle	1	0.99914839	0.99846327	0.99822279	0.99924635	1.0000201	1.00094743	1.00036281	0.99908795	0.99810873	0.99814704	0.9980492	0.99748656	0.99680298	0.99637585	0.99689495	0.99673251	0.9971382	0.99598336	0.9954157	0.99640656	0.99697156	0.9977566	0.99854658	0.99851507	0.99863995	0.99880793	0.99965395	0.99956229	1.00049789	1.00110355	1.0015635	1.00276689	1.00370058	1.00327568	1.00321398	1.00323471	1.00480448	1.00494255	1.00556757	1.00610606	1.00481443	1.00474706	1.00417732	1.0050662	1.00348408	1.00288478	1.00181772	1.00187126	1.00190219	1.00206999
RR9_Viv12	Viv12_sol	RR-9	Vivarium_Control	soleus_muscle	1	1.00118654	1.0000184	0.99951358	0.99893081	0.9988966	0.9983675	0.99665527	0.99598335	0.99565729	0.99488525	0.99421721	0.99338087	0.99290979	0.99282082	0.9922964	0.99257249	0.99267503	0.99152815	0.99046579	0.98981098	0.99110541	0.99070467	0.99089256	0.99135551	0.99053324	0.99097541	0.99122026	0.9916357	0.99131117	0.99059939	0.98962135	0.98980091	0.98950968	0.98887866	0.98879575	0.98802709	0.98710413	0.98641882	0.9874122	0.98618732	0.98502955	0.98451402	0.98411171	0.9844741	0.98371789	0.98207228	0.98247562	0.98269151	0.9819873	0.98191899
RR9_Viv13	Viv13_sol	RR-9	Vivarium_Control	soleus_muscle	1	0.99929736	0.99965325	0.99779295	0.99718053	0.99750646	0.99592817	0.99420234	0.99719203	0.99587246	0.99617559	0.99595588	0.99420583	0.99296853	0.99077046	0.98975696	0.98794109	0.98755174	0.98688194	0.98588598	0.98588916	0.98562857	0.98540819	0.98580742	0.98529399	0.98562735	0.98619554	0.98616214	0.98633738	0.98686749	0.98762894	0.9878236	0.98803908	0.98726002	0.98634687	0.98576233	0.98648757	0.98633136	0.98698618	0.98609674	0.98593082	0.98603355	0.9855062	0.9837626	0.98372926	0.98363024	0.98292568	0.98233776	0.98290783	0.98395034	0.98213739
RR9_Viv14	Viv14_sol	RR-9	Vivarium_Control	soleus_muscle	1	1.00127605	1.0010638	1.00147148	1.00055053	1.00138533	1.00182958	1.00396183	1.00404335	1.00281366	1.00156046	1.00128413	1.00246106	1.00057535	0.99915221	0.99873078	0.99911006	0.9999322	1.00178643	1.00184374	1.00036448	0.99872873	0.99891055	0.99967222	1.00030385	1.00062954	0.99959396	0.99945403	1.00046113	1.00032889	1.00091784	1.00121119	0.99974357	0.9993749	1.00040688	1.000385	0.99956186	0.99849498	0.9992983	0.99847408	0.99869832	0.99947007	1.00061783	1.00147006	1.00190865	1.00167421	1.002647	1.00218981	1.00231905	1.0029794	1.0033795
RR9_Viv16	Viv16_sol	RR-9	Vivarium_Control	soleus_muscle	1	0.99844917	0.99805079	0.99667037	0.99590519	0.99533003	0.9934917	0.99298295	0.99210785	0.99129776	0.98958979	0.98832838	0.98936014	0.98851534	0.98782993	0.98775025	0.98747438	0.9869876	0.98697203	0.98656226	0.98654237	0.98596022	0.98616573	0.98461821	0.98525447	0.98463089	0.98370378	0.98396674	0.98446242	0.98456959	0.98429841	0.98445776	0.985131	0.98430593	0.98388294	0.98396447	0.98357288	0.98492521	0.98548357	0.98513574	0.98636276	0.98624313	0.98485631	0.98282759	0.98277743	0.98298734	0.98204536	0.98315059	0.98349953	0.98275139	0.98259443
RR9_Viv17	Viv17_sol	RR-9	Vivarium_Control	soleus_muscle	1	0.99803807	0.99729299	0.99789919	0.99689128	0.99745831	0.99605195	0.99683662	0.99811357	0.99731067	0.99572105	0.9946035	0.99388376	0.99363059	0.99399686	0.99421964	0.99422031	0.99334682	0.99253904	0.99203129	0.9927366	0.99187017	0.99122566	0.98984281	0.98916739	0.98854808	0.98868216	0.98685018	0.98590869	0.98650573	0.98538759	0.98459509	0.98487334	0.98505726	0.98315684	0.9828576	0.98179137	0.98133029	0.98070422	0.97886592	0.97735329	0.97774559	0.97814327	0.97707005	0.97753742	0.97832201	0.97760941	0.97752564	0.97823854	0.97802566	0.97813439
RR9_Viv18	Viv18_sol	RR-9	Vivarium_Control	soleus_muscle	1	0.99938741	0.99756801	0.99512288	0.99315667	0.99122925	0.98839507	0.98558394	0.98290208	0.97977631	0.97785459	0.97530455	0.97274337	0.97272111	0.97164927	0.96901073	0.96905828	0.96985043	0.9673006	0.96621055	0.96510453	0.9659185	0.96504394	0.96542523	0.96449074	0.964632	0.96630721	0.96567356	0.96532081	0.96514101	0.9659472	0.96581042	0.9686115	0.96958727	0.97105032	0.97068475	0.97041403	0.97030027	0.96894258	0.96798801	0.96533274	0.96531645	0.96477008	0.96433493	0.96278609	0.960825	0.95870724	0.95846417	0.95801292	0.95717543	0.95701318
RR9_Viv19	Viv19_sol	RR-9	Vivarium_Control	soleus_muscle	1	0.99782279	0.99697751	0.99513331	0.99522974	0.99409608	0.99400678	0.99369001	0.99427824	0.99395055	0.99365745	0.99500187	0.99569314	0.99494072	0.99487982	0.99451305	0.99495538	0.99529617	0.99485409	0.99417378	0.99260059	0.99203087	0.99192727	0.99160047	0.99080358	0.9906067	0.99002563	0.99051999	0.99141407	0.99170913	0.99117822	0.99113786	0.99085269	0.9917498	0.99246219	0.99321315	0.99367925	0.99311739	0.99321121	0.99353265	0.99373411	0.99379934	0.99415131	0.99373535	0.9945292	0.99473241	0.99476948	0.99516553	0.9958408	0.99517089	0.99488142
RR9_Viv20	Viv20_sol	RR-9	Vivarium_Control	soleus_muscle	1	1.00220794	1.00351308	1.0058807	1.00436789	1.0060745	1.00527608	1.00526888	1.0031809	1.00450243	1.00441235	1.00320431	1.00207376	1.00122065	0.99907291	0.998119	0.99632359	0.99300961	0.99246995	0.99085443	0.99104346	0.98847234	0.98955388	0.98958331	0.98874417	0.98835345	0.98695992	0.98576787	0.98598647	0.98480772	0.98527753	0.98717262	0.98817862	0.98834244	0.98682442	0.98995328	0.9907554	0.99045451	0.9899168	0.99058869	0.99211858	0.99186111	0.99365182	0.99344794	0.9935513	0.99258531	0.9920265	0.99311834	0.9943608	0.99288939	0.99287969
RR1_M11	M11_sol	RR-1	Vivarium_Control	soleus_muscle	1	1.00112393	1.00290248	1.00568027	1.00575503	1.00688301	1.00826967	1.00756897	1.00848915	1.00873586	1.00751158	1.00741534	1.00660408	1.00500398	1.00350465	1.003106	1.00360224	1.00158607	1.00030962	1.00058914	1.00002119	1.0004365	0.99838165	0.99682052	0.99584959	0.99579337	0.99352057	0.99516878	0.99323331	0.99267574	0.99091415	0.99177658	0.99238291	0.9916855	0.98913618	0.98994292	0.98998575	0.98743139	0.98649179	0.9836305	0.98529491	0.98473254	0.98374294	0.98304524	0.98485296	0.9854965	0.98577325	0.98242559	0.98084034	0.97758598	0.97624093
RR1_M12	M12_sol	RR-1	Vivarium_Control	soleus_muscle	1	0.99964187	1.00203346	1.0007427	1.00009682	0.99980301	0.99514432	0.99262684	0.99459469	0.99361343	0.99496772	0.9932688	0.99214495	0.99593728	0.99490609	0.99320151	0.99054049	0.99062744	0.9904867	0.9903984	0.98729325	0.98667694	0.9842184	0.98426423	0.98270969	0.98534461	0.98421997	0.98608143	0.98914944	0.98974338	0.988122	0.9887108	0.98610737	0.98707451	0.9867834	0.98612927	0.98698565	0.98993186	0.99019648	0.99030584	0.98774348	0.98585715	0.98432138	0.98324347	0.98354501	0.98310698	0.98293638	0.98381192	0.98476797	0.9845075	0.98424821
RR1_M13	M13_sol	RR-1	Vivarium_Control	soleus_muscle	1	0.99582548	0.99348023	0.9931313	0.99154115	0.9924812	0.99150352	0.9962825	0.99888714	0.99916395	0.99566138	0.99500442	0.99609215	0.99689247	0.99788545	0.9960672	0.9966981	0.99773836	0.99745439	0.99857377	0.99759815	0.9916173	0.99206679	0.99116899	0.99126724	0.99130167	0.98895079	0.98876566	0.99116798	0.99251012	0.99043871	0.9907877	0.99033133	0.99076157	0.98943987	0.98888217	0.98614757	0.98530914	0.98019907	0.97875666	0.97548095	0.97436269	0.9730132	0.97174093	0.97236133	0.97331122	0.97152468	0.97034628	0.96998864	0.97000885	0.96694902
RR1_M14	M14_sol	RR-1	Vivarium_Control	soleus_muscle	1	0.99997464	0.99648494	0.99622062	0.99310869	0.99273911	0.99354687	0.99343128	0.9931717	0.99509315	0.99573229	0.99622131	0.99503268	0.99335548	0.99306931	0.98982617	0.98719231	0.98507364	0.98626689	0.98583344	0.98494659	0.98602229	0.98724206	0.99005942	0.9890963	0.98358553	0.98131819	0.9819217	0.97757824	0.97522651	0.97365705	0.97087169	0.973752	0.97448049	0.97426788	0.97571369	0.97677867	0.97726095	0.97828615	0.9773578	0.97413155	0.97293265	0.97169461	0.97271503	0.96930511	0.9718555	0.97046516	0.97154	0.97054523	0.96992079	0.97045795
RR9_CC12_CC1	CC12_CC1_ta	RR-9	Cohort_Control	Tibialis_Anterior	1	1.000321	0.989128	0.980294	0.965208	0.947911	0.921805	0.89606	0.862023	0.830941	0.800285	0.771613	0.746179	0.723882	0.701757	0.680911	0.659034	0.647757	0.637327	0.625707	0.611496																														
RR9_CC13_CC1	CC13_CC1_ta	RR-9	Cohort_Control	Tibialis_Anterior	1	0.99318	0.981705	0.979684	0.970824	0.963014	0.95816	0.950203	0.933384	0.916983	0.892392	0.864246	0.839263	0.81233	0.7846	0.763486	0.74294	0.731389	0.719876	0.712165	0.703895																														
RR9_CC14_CC1	CC14_CC1_ta	RR-9	Cohort_Control	Tibialis_Anterior	1	0.993478	0.984322	0.978791	0.959522	0.947272	0.933604	0.919221	0.893391	0.871136	0.841554	0.812366	0.785179	0.762107	0.737423	0.717392	0.69385	0.68123	0.671151	0.659282	0.640609																														
RR9_CC15_CC1	CC15_CC1_ta	RR-9	Cohort_Control	Tibialis_Anterior	1	0.995866	0.984431	0.975762	0.963742	0.946494	0.930868	0.913926	0.892356	0.869587	0.844386	0.817158	0.793247	0.76683	0.745037	0.728984	0.708895	0.697546	0.689779	0.68131	0.663623																														
RR9_Fviv11_CC2	Fviv11_CC2_ta	RR-9	Cohort_Control	Tibialis_Anterior	1	0.995952	0.984576	0.982156	0.972677	0.955153	0.936645	0.919215	0.893057	0.866013	0.834086	0.806217	0.780398	0.755182	0.729194	0.706835	0.687592	0.673409	0.658982	0.647636	0.642844																														
RR9_Fviv12_CC2	Fviv12_CC2_ta	RR-9	Cohort_Control	Tibialis_Anterior	1	0.997306	0.993852	0.991385	0.984387	0.980516	0.983016	0.983888	0.983589	0.982347	0.98098	0.974224	0.965417	0.957355	0.948154	0.940696	0.927989	0.924001	0.919519	0.913969	0.894282																														
RR9_Fviv13_CC2	Fviv13_CC2_ta	RR-9	Cohort_Control	Tibialis_Anterior	1	0.996122	0.985981	0.975753	0.962614	0.945497	0.929106	0.909797	0.88458	0.862876	0.83906	0.811801	0.789151	0.767569	0.744011	0.725082	0.702027	0.690887	0.681406	0.668321	0.643121																														
RR9_Fviv15_CC2	Fviv15_CC2_ta	RR-9	Cohort_Control	Tibialis_Anterior	1	0.995495	0.983033	0.976434	0.96096	0.9476	0.936532	0.925255	0.90272	0.883542	0.859656	0.834431	0.814549	0.792111	0.769826	0.75327	0.732927	0.720914	0.711389	0.703966	0.688481																														
RR9_Fviv16_CC2	Fviv16_CC2_ta	RR-9	Cohort_Control	Tibialis_Anterior	1	0.995071	0.989156	0.98193	0.972696	0.959079	0.952739	0.944228	0.932643	0.917968	0.901869	0.878591	0.85565	0.83252	0.807278	0.782967	0.758316	0.745455	0.73257	0.721394	0.705691																														
RR9_GC11	GC11_ta	RR-9	Ground_Control	Tibialis_Anterior	1	0.99470044	0.99531224	0.99559925	0.99509399	0.99287465	0.99083685	0.9875341	0.98715775	0.98156532	0.97610711	0.97059093	0.96315707	0.95458944	0.94224143	0.92652657	0.90878673	0.88803522	0.85896869	0.8326578	0.80261299	0.77093664	0.74162782	0.71398375	0.68715626	0.67619094																									
RR9_GC12	GC12_ta	RR-9	Ground_Control	Tibialis_Anterior	1	1.00261864	1.00193078	1.00137549	0.99662021	0.99313188	0.98989924	0.98313161	0.97822224	0.9714805	0.95814857	0.9470997	0.93368428	0.91622367	0.89585873	0.8716892	0.84318992	0.81988591	0.79170221	0.76165573	0.73600201	0.711555	0.68989451	0.67347359	0.65522931	0.64665335																									
RR9_GC13	GC13_ta	RR-9	Ground_Control	Tibialis_Anterior	1	1.00466297	1.00832223	1.00854157	1.00998007	1.00951221	1.00678198	1.00847072	1.00745312	1.00176774	0.99663261	0.99023163	0.98200267	0.97011965	0.95136344	0.92882335	0.90385734	0.87855601	0.84517064	0.81164599	0.78020218	0.74961282	0.72312279	0.69877698	0.67629719	0.66669351																									
RR9_GC14	GC14_ta	RR-9	Ground_Control	Tibialis_Anterior	1	1.00333023	1.01022927	1.01754639	1.02153767	1.02798922	1.03418116	1.03662591	1.03502034	1.03373168	1.02280223	1.01495046	1.00242169	0.98181079	0.95918453	0.93346384	0.90335555	0.87557031	0.84135058	0.80870143	0.78058402	0.7552201	0.73384974	0.71214871	0.69351484	0.68422744																									
RR9_GC15	GC15_ta	RR-9	Ground_Control	Tibialis_Anterior	1	0.99987202	0.99958747	1.00228454	1.00113245	1.00284943	0.99859279	0.99656842	0.99435698	0.98958434	0.98304993	0.97462726	0.96339277	0.94772193	0.93065291	0.91137042	0.88997943	0.86572288	0.84235819	0.81779845	0.7982135	0.77767901	0.75749262	0.7394705	0.72419439	0.71637041																									
RR9_GC16	GC16_ta	RR-9	Ground_Control	Tibialis_Anterior	1	0.99621876	0.99851363	0.99129484	0.98556142	0.97770066	0.97421334	0.96375684	0.9550045	0.94005591	0.93141324	0.91951683	0.90478934	0.88118431	0.85250028	0.82660798	0.7981048	0.76734159	0.73749281	0.71015102	0.68628962	0.67017435	0.65127551	0.63637774	0.62395233	0.61649533																									
RR9_GC17	GC17_ta	RR-9	Ground_Control	Tibialis_Anterior	1	0.99886198	0.99642921	0.99398014	0.9890194	0.98189732	0.97595428	0.96657548	0.9549756	0.94139844	0.92327621	0.90137684	0.87774987	0.85190352	0.8225257	0.79426394	0.76512564	0.73608871	0.71065232	0.68601	0.66348986	0.64484296	0.62596511	0.60994168	0.59871881	0.59106189																									
RR9_GC18	GC18_ta	RR-9	Ground_Control	Tibialis_Anterior	1	1.00315503	1.00238363	0.99850712	0.99334274	0.98470614	0.97735549	0.96755421	0.94581041	0.92381575	0.89708401	0.86578996	0.83281168	0.79625322	0.76162507	0.73042432	0.70202476	0.68062243	0.66012665	0.64639382	0.63438535	0.62387773	0.61431966	0.60758782	0.60029425	0.59875733																									
RR9_GC19	GC19_ta	RR-9	Ground_Control	Tibialis_Anterior	1	0.99722808	0.99537587	0.99231153	0.98535538	0.98174346	0.97452449	0.96611454	0.95725696	0.941856	0.92794392	0.90899973	0.8847805	0.86001133	0.82933687	0.79720411	0.76678321	0.73789692	0.71055073	0.68793973	0.66438748	0.64825019	0.63458575	0.6234052	0.61206982	0.60557314																									
RR9_GC20	GC20_ta	RR-9	Ground_Control	Tibialis_Anterior	1	0.99900749	0.99910382	0.99425644	0.98691796	0.97877178	0.97095857	0.96283671	0.94976937	0.93425563	0.91073518	0.8857976	0.85822665	0.82625742	0.79041553	0.75600762	0.72175313	0.69437737	0.66842362	0.64384479	0.62486122	0.61001004	0.59637214	0.58519892	0.57657285	0.57039593																									
RR9_F11	F11_ta	RR-9	Space_Flight	Tibialis_Anterior	1	0.99339507	0.98417919	0.97248111	0.95524423	0.93601045	0.90930904	0.8785852	0.84601668	0.81097935	0.77329112	0.73905015	0.70602345	0.67517848	0.64844379	0.62579569	0.60764143	0.59137112	0.57784926	0.56793248	0.56100322	0.55367617	0.54534741	0.53816037	0.53130568	0.52801816																									
RR9_F12	F12_ta	RR-9	Space_Flight	Tibialis_Anterior	1	0.9948351	0.9919983	0.98471036	0.97605341	0.96618695	0.95303834	0.93388906	0.91330257	0.88665165	0.85674262	0.82462665	0.79070467	0.75775634	0.72694825	0.70155704	0.67624512	0.65531812	0.63884972	0.62293762	0.60887105	0.59924969	0.58897671	0.58247452	0.57586516	0.57212305																									
RR9_F13	F13_ta	RR-9	Space_Flight	Tibialis_Anterior	1	0.99923485	0.99438556	0.98939484	0.97964682	0.96264805	0.94479607	0.92219848	0.89592687	0.86587279	0.83517723	0.8052111	0.77843795	0.75173087	0.72927346	0.70740569	0.68812741	0.67262141	0.65971242	0.64871963	0.63936815	0.63065111	0.62305478	0.61615859	0.60722695	0.60274648																									
RR9_F14	F14_ta	RR-9	Space_Flight	Tibialis_Anterior	1	0.99895563	0.99400525	0.98921776	0.98163165	0.96990402	0.95498753	0.93610558	0.91542802	0.88913877	0.85959415	0.82723171	0.7945635	0.76303377	0.73274677	0.70647149	0.68556064	0.66634522	0.64867715	0.63492209	0.62033294	0.61013667	0.59994105	0.59071107	0.58263366	0.58003849																									
RR9_F15	F15_ta	RR-9	Space_Flight	Tibialis_Anterior	1	1.00198825	0.99965274	0.99758236	0.98683908	0.98172314	0.97446169	0.9635973	0.94513558	0.92029606	0.89301506	0.86808831	0.83974852	0.80822947	0.77838733	0.75048295	0.72767219	0.7078965	0.68556059	0.66582907	0.65386345	0.6445093	0.63633088	0.63027819	0.62031732	0.61716828																									
RR9_F16	F16_ta	RR-9	Space_Flight	Tibialis_Anterior	1	0.99802999	0.99476637	0.99096259	0.97831086	0.96110655	0.94021804	0.91023262	0.87962972	0.83867528	0.79969914	0.76011674	0.72316172	0.69085563	0.66410143	0.64029593	0.62431138	0.60969173	0.59834993	0.58906817	0.57947108	0.57113896	0.56307507	0.55654529	0.54901788	0.54521811																									
RR9_F17	F17_ta	RR-9	Space_Flight	Tibialis_Anterior	1	0.99821617	0.99812019	0.99378594	0.99000798	0.98533821	0.98121641	0.97637995	0.9647459	0.95019252	0.93466197	0.91544391	0.88978562	0.85804176	0.82314282	0.79296345	0.76145973	0.7279663	0.69661324	0.66888644	0.64497328	0.62479534	0.60950137	0.59486141	0.58210335	0.5762148																									
RR9_F18	F18_ta	RR-9	Space_Flight	Tibialis_Anterior	1	0.99256506	0.98310233	0.96792235	0.9480673	0.92873816	0.90485587	0.87424091	0.83944141	0.80526218	0.7734068	0.73869214	0.70605715	0.67658513	0.65326755	0.63625561	0.61954674	0.60538566	0.59702779	0.58603944	0.57754783	0.57112187	0.56373883	0.55726586	0.55206191	0.54829479																									
RR9_F19	F19_ta	RR-9	Space_Flight	Tibialis_Anterior	1	1.00068117	1.00131879	0.99755906	0.99490302	0.98603325	0.97958936	0.96843231	0.95410877	0.93439172	0.91295305	0.88379138	0.85438898	0.819316	0.78639049	0.75449986	0.72344931	0.69517921	0.67081495	0.64975968	0.63148976	0.61653558	0.60312769	0.59250581	0.58139577	0.57675346																									
RR9_F20	F20_ta	RR-9	Space_Flight	Tibialis_Anterior	1	1.00125798	1.00354032	1.00473956	1.00411277	1.00255836	1.00430224	1.0037371	1.00089986	0.99639279	0.99154176	0.98661368	0.98207449	0.97141378	0.95860754	0.94164265	0.91796776	0.88626708	0.84893788	0.80550455	0.76232711	0.71990459	0.680134	0.64555984	0.61711893	0.60266354																									
RR9_Viv11	Viv11_ta	RR-9	Vivarium_Control	Tibialis_Anterior	1	1.00199412	0.99975046	1.00165607	0.99810423	1.00114331	1.00456819	0.99882855	0.99441511	0.99100824	0.98739821	0.98178891	0.96654427	0.94930184	0.93361056	0.91521439	0.89065356	0.8615826	0.83432821	0.80359615	0.77596626	0.74981003	0.72051282	0.69801596	0.67856506	0.66793141																									
RR9_Viv12	Viv12_ta	RR-9	Vivarium_Control	Tibialis_Anterior	1	1.00251626	0.99888344	0.99788681	0.99547673	0.99220332	0.98739153	0.98096125	0.96990531	0.96142719	0.94656091	0.92995433	0.90981493	0.88828642	0.85888988	0.83248068	0.79978961	0.76985399	0.73589273	0.70341401	0.67285657	0.6508165	0.62662128	0.6080416	0.59032197	0.5826932																									
RR9_Viv13	Viv13_ta	RR-9	Vivarium_Control	Tibialis_Anterior	1	0.99684029	0.99098155	0.9890046	0.98818865	0.98393679	0.97830495	0.96933129	0.96403561	0.95849568	0.94682213	0.9374171	0.92376708	0.90791436	0.88849146	0.86453894	0.83725598	0.81373234	0.7878708	0.76190174	0.73740052	0.72069583	0.70200503	0.68707817	0.67397859	0.66637076																									
RR9_Viv14	Viv14_ta	RR-9	Vivarium_Control	Tibialis_Anterior	1	1.00703108	1.01310365	1.01483972	1.01511162	1.01438551	1.01630638	1.01457981	1.01166956	1.00604159	0.99548403	0.98236901	0.96796156	0.94772985	0.92285927	0.89538705	0.8625764	0.83033831	0.80039374	0.76952693	0.74495104	0.7208533	0.70255952	0.68517411	0.67118194	0.66585008																									
RR9_Viv15	Viv15_ta	RR-9	Vivarium_Control	Tibialis_Anterior	1	1.00119068	0.99879875	0.99613323	0.99441568	0.99369247	0.99094132	0.98880501	0.98344714	0.97624617	0.96815825	0.95768481	0.94624331	0.93256244	0.91430657	0.89492274	0.87618064	0.85556126	0.83628323	0.8159655	0.79651578	0.78099474	0.76821018	0.75731823	0.74773952	0.7420508																									
RR9_Viv16	Viv16_ta	RR-9	Vivarium_Control	Tibialis_Anterior	1	0.99817827	0.99816014	0.99571764	0.98995213	0.98085574	0.97508861	0.96142472	0.94784647	0.9265309	0.90346121	0.87819768	0.85012139	0.81816831	0.78735696	0.75525253	0.72666448	0.69865602	0.67416277	0.65355695	0.63388325	0.61767778	0.60419493	0.5938796	0.58445729	0.57966099																									
RR9_Viv17	Viv17_ta	RR-9	Vivarium_Control	Tibialis_Anterior	1	0.99499369	0.99172419	0.98372112	0.97359095	0.96008857	0.9420187	0.92324726	0.89978828	0.87203384	0.84446295	0.81374718	0.78483994	0.7584772	0.73306095	0.70926642	0.6905425	0.67318164	0.65906997	0.64584183	0.63506711	0.62760754	0.62060555	0.61395682	0.60891486	0.60680742																									
RR9_Viv18	Viv18_ta	RR-9	Vivarium_Control	Tibialis_Anterior	1	0.99843482	0.99798176	0.99566051	0.99526006	0.98747558	0.98143668	0.97178026	0.95883771	0.94277615	0.92302062	0.89956869	0.87716036	0.85126579	0.82507272	0.79788992	0.77293566	0.74993701	0.72965962	0.71021465	0.69301215	0.68043238	0.67076874	0.6627441	0.6549832	0.6509999																									
RR9_Viv19	Viv19_ta	RR-9	Vivarium_Control	Tibialis_Anterior	1	0.9956293	0.9914988	0.98928592	0.98303378	0.97323379	0.96265528	0.94890764	0.93206453	0.9088124	0.87982468	0.84753565	0.81592084	0.78214854	0.75074571	0.72005015	0.69502027	0.67260298	0.65784127	0.64294346	0.63086169	0.62017095	0.61241695	0.60409017	0.59975145	0.59479009																									
RR9_Viv20	Viv20_ta	RR-9	Vivarium_Control	Tibialis_Anterior	1	0.99674732	0.99527565	0.9907596	0.98823203	0.97852605	0.9709576	0.95928722	0.94311187	0.92047444	0.89522337	0.86526172	0.83368561	0.80163059	0.76774327	0.73557881	0.70696786	0.68236247	0.66236589	0.64626992	0.63104015	0.6184249	0.6088417	0.60196808	0.59466053	0.5911434																									
